record_id,title,year,publisher,url,stakeholder_group_proxy,stakeholder_confidence,stakeholder_method,stakeholder_score_government,stakeholder_score_investor,stakeholder_score_community,stakeholder_score_labour,stakeholder_score_NGO,stance_a_label,stance_a_score,stance_a_positive_sentences,stance_a_negative_sentences,stance_b_label,stance_b_score,stance_b_positive_sentences,stance_b_negative_sentences,draft_reconstructed_label,annotation_confidence,needs_review,review_reason,positive_cue_families,negative_cue_families
SERI-SAT2-002,SERI to seek international scrutiny of police action by the Marikana Commission of Inquiry,2012,Socio-Economic Rights Institute of South Africa,https://www.seri-sa.org/images/stories/marikana_pressrelease_10oct12.pdf,NGO,1.0000,document_author_group,0.000,0.000,0.000,0.000,10.000,0,-1.09861,0,2,1,0.00000,0,0,,0.2197,true,stance_readings_disagree_or_low_margin,,
expanded_official_candidates__EXP-OFFICIAL-007,Mining & Migrancy,2014,Francis Wilson,https://www.justice.gov.za/comm-mrk/docs/20140409-SeminarPhase02-Wison.pdf,community,0.3333,dominant_voice_proxy,0.700,0.350,1.050,0.350,0.000,1,0.00000,0,0,1,0.00000,0,0,,0.0000,true,stance_readings_disagree_or_low_margin,,
expanded_official_candidates__EXP-OFFICIAL-008,Workers Bypassing Unions: How to Respond?,2014,Ian Macun / Department of Labour,https://www.justice.gov.za/comm-mrk/docs/20140331-SeminarPhase02-platinum.pdf,government,1.0000,document_author_group,10.000,0.000,0.000,0.000,0.000,1,0.00000,5,5,0,-0.58579,2,4,,0.1172,true,stance_readings_disagree_or_low_margin,,
expanded_official_candidates__EXP-OFFICIAL-009,Resolving labour tensions in African mining – the effective regulation of industrial democracy,2014,John Brand,https://www.justice.gov.za/comm-mrk/docs/20140331-SeminarPhase02-SAIIA-Roundtable.pdf,labour,1.0000,dominant_voice_proxy,0.000,0.000,0.000,6.650,0.000,1,0.00000,4,4,0,-1.73205,0,3,,0.3464,true,stance_readings_disagree_or_low_margin,,
expanded_official_candidates__EXP-OFFICIAL-010,Post-apartheid Trade Union Role and Weaknesses,2014,Sakhela Buhlungu / University of Cape Town,https://www.justice.gov.za/comm-mrk/docs/20140331-SeminarPhase02-UCT.pdf,labour,1.0000,document_author_group,0.000,0.000,0.000,10.000,0.000,1,0.00000,1,1,0,-1.00000,0,1,,0.2000,true,stance_readings_disagree_or_low_margin,,
expanded_official_candidates_batch2__EXP-OFFICIAL-012,Statement of Professor Christof Heyns with annexures,2013,Prof Christof Heyns / SAHRC / Marikana Commission,https://www.justice.gov.za/comm-mrk/exhibits/Exhibit-FFF-24.pdf,government,,text_unavailable,,,,,,,,,,,,,,,,true,text_unavailable_at_execution,,
DISC-MEDIA-0002,Lonmin Mining Crisis Precarious Balance No Solution In Sight,2012,Daily Maverick,https://www.dailymaverick.co.za/article/2012-08-15-lonmin-mining-crisis-precarious-balance-no-solution-in-sight/,investor,0.0742,dominant_voice_proxy,8.550,28.300,2.500,26.200,0.000,0,-2.63906,0,13,0,-2.44949,0,6,0,1.0000,true,stakeholder_voice_low_confidence,,
DISC-MEDIA-0008,Analysis A Tough Future For Both Lonmin And Its Metal,2012,Daily Maverick,https://www.dailymaverick.co.za/article/2012-08-21-analysis-a-tough-future-for-both-lonmin-and-its-metal/,investor,0.1142,dominant_voice_proxy,4.250,23.200,0.700,20.550,0.000,0,-1.54045,2,13,0,-3.31662,0,11,0,0.9714,true,stakeholder_voice_low_confidence,,
DISC-MEDIA-0013,Marikana Zuma Reclaims His Soul And His Presidency,2012,Daily Maverick,https://www.dailymaverick.co.za/article/2012-08-23-marikana-zuma-reclaims-his-soul-and-his-presidency/,labour,0.0705,dominant_voice_proxy,13.850,5.350,6.400,14.900,0.000,0,-2.01490,1,14,0,-3.16228,0,10,0,1.0000,true,stakeholder_voice_low_confidence,,
DISC-MEDIA-0015,Reporters Notebook Num Drowned Out At Uj Meeting On Marikana,2012,Daily Maverick,https://www.dailymaverick.co.za/article/2012-08-23-reporters-notebook-num-drowned-out-at-uj-meeting-on-marikana/,labour,0.1168,dominant_voice_proxy,4.250,6.050,3.200,6.850,0.000,0,-0.81093,3,8,0,-2.64575,0,7,0,0.6913,true,stakeholder_voice_low_confidence,,
DISC-MEDIA-0314,The Irony Of Lonmin An Award Winning Sustainable Investment,2012,Daily Maverick,https://www.dailymaverick.co.za/opinionista/2012-08-27-the-irony-of-lonmin-an-award-winning-sustainable-investment/,investor,0.6468,dominant_voice_proxy,0.350,10.050,3.550,2.850,0.000,1,0.28768,3,2,0,-0.41421,1,2,,0.1404,true,stance_readings_disagree_or_low_margin,,
DISC-MEDIA-0035,Marikana Strikers Send Down Tools Or Else Message To Remaining Lonmin Employees,2012,Daily Maverick,https://www.dailymaverick.co.za/article/2012-09-06-marikana-strikers-send-down-tools-or-else-message-to-remaining-lonmin-employees/,labour,0.0878,dominant_voice_proxy,2.800,9.350,1.050,10.250,0.000,0,-2.94176,1,11,0,-4.81662,0,11,0,1.0000,true,stakeholder_voice_low_confidence,,(?:strike|protest|unrest|industrial action) | strike
DISC-MEDIA-0039,Plotting Sas Post Marikana Scenarios Grim Pictures Dominate,2012,Daily Maverick,https://www.dailymaverick.co.za/article/2012-09-11-plotting-sas-post-marikana-scenarios-grim-pictures-dominate/,labour,0.1111,dominant_voice_proxy,2.800,1.750,0.350,3.150,0.000,0,-2.07944,0,7,0,-2.44949,0,6,0,0.9058,true,stakeholder_voice_low_confidence,,
DISC-MEDIA-0321,Marikana Persists Remember The Rule Of Law,2012,Daily Maverick,https://www.dailymaverick.co.za/opinionista/2012-09-12-marikana-persists-remember-the-rule-of-law/,government,0.8000,dominant_voice_proxy,3.500,0.000,0.350,0.700,0.000,0,-0.40547,1,2,1,0.00000,2,2,,0.0811,true,stance_readings_disagree_or_low_margin,,
DISC-MEDIA-0043,How Sam The Banana Man Zemurray Explains Capitalism And Marikana,2012,Daily Maverick,https://www.dailymaverick.co.za/article/2012-09-17-how-sam-the-banana-man-zemurray-explains-capitalism-and-marikana/,government,0.5852,dominant_voice_proxy,6.750,2.800,0.000,0.700,0.000,1,0.28768,3,2,1,0.00000,1,1,,0.0575,true,stance_readings_disagree_or_low_margin,,
DISC-MEDIA-0048,Reporters Marikana Notebook Police Intimidation 1 Abandoned Community 0,2012,Daily Maverick,https://www.dailymaverick.co.za/article/2012-09-17-reporters-marikana-notebook-police-intimidation-1-abandoned-community-0/,government,0.6923,dominant_voice_proxy,24.700,0.350,7.600,0.350,0.000,1,0.00000,5,5,0,-1.73205,0,3,,0.3464,true,stance_readings_disagree_or_low_margin,,
DISC-MEDIA-0049,Cosatu Congress Allies Talk About Marikana And The Enemies Of The Struggle,2012,Daily Maverick,https://www.dailymaverick.co.za/article/2012-09-18-cosatu-congress-allies-talk-about-marikana-and-the-enemies-of-the-struggle/,labour,0.0802,dominant_voice_proxy,7.450,1.400,3.200,8.100,0.000,0,-1.79176,1,11,0,-3.16228,0,10,0,0.9908,true,stakeholder_voice_low_confidence,,
DISC-MEDIA-0063,Police To People Of Makause March And Therell Be Another Marikana,2012,Daily Maverick,https://www.dailymaverick.co.za/article/2012-10-05-police-to-people-of-makause-march-and-therell-be-another-marikana/,government,0.3478,dominant_voice_proxy,40.400,2.500,26.350,0.000,0.000,1,0.11778,8,7,0,-0.23607,4,5,,0.0708,true,stance_readings_disagree_or_low_margin,,
DISC-MEDIA-0322,Water Fail Farlam Commission Bows To Industry Secrecy,2012,Daily Maverick,https://www.dailymaverick.co.za/opinionista/2012-10-10-water-fail-farlam-commission-bows-to-industry-secrecy/,government,0.4682,dominant_voice_proxy,8.650,4.600,1.750,0.000,0.700,1,0.51083,9,5,0,-2.23607,0,5,,0.5494,true,stance_readings_disagree_or_low_margin,,
DISC-MEDIA-0069,Marikana Commission Check Book Justice As Dead Miners Families Must Pay Their Own Way,2012,Daily Maverick,https://www.dailymaverick.co.za/article/2012-10-29-marikana-commission-check-book-justice-as-dead-miners-families-must-pay-their-own-way/,community,0.3338,dominant_voice_proxy,25.750,0.350,38.650,0.000,10.000,0,-1.38629,0,3,1,0.73205,3,1,,0.4237,true,stance_readings_disagree_or_low_margin,,
DISC-MEDIA-0085,Marikana Commission Joseph Mathunjwa Locks Horns With Police,2012,Daily Maverick,https://www.dailymaverick.co.za/article/2012-11-30-marikana-commission-joseph-mathunjwa-locks-horns-with-police/,labour,0.1029,dominant_voice_proxy,17.000,0.350,0.000,18.950,0.000,0,-1.50408,1,8,0,-2.82843,0,8,0,0.8665,true,stakeholder_voice_low_confidence,,
DISC-MEDIA-0087,Union Poster Feel It Western Cape Marikana Is Here,2012,Daily Maverick,https://www.dailymaverick.co.za/article/2012-11-30-union-poster-feel-it-western-cape-marikana-is-here/,government,0.0245,dominant_voice_proxy,8.150,2.850,2.500,7.950,0.000,0,-2.39790,0,10,0,-2.23607,0,5,0,0.9268,true,stakeholder_voice_low_confidence,,
SEC-MEDIA-0264,Amplats Signs With Amcu,2013,Engineering News,https://www.engineeringnews.co.za/article/amplats-signs-with-amcu-2013-03-04,labour,0.9402,dominant_voice_proxy,0.000,2.100,0.000,35.100,0.000,0,-0.40547,1,2,0,-0.41421,1,2,,0.1639,true,stance_readings_disagree_or_low_margin,,
DISC-MEDIA-0108,In Pictures The Children Of Marikana,2013,Daily Maverick,https://www.dailymaverick.co.za/article/2013-04-12-in-pictures-the-children-of-marikana/,labour,0.0897,dominant_voice_proxy,0.000,3.550,1.050,3.900,0.350,0,-1.38629,0,3,0,-1.41421,0,2,0,0.5601,true,stakeholder_voice_low_confidence,,
DISC-MEDIA-0575,Marikana Tradgedy Has Changed Industry Forever Consultancy,2013,Engineering News,https://www.engineeringnews.co.za/article/marikana-tradgedy-has-changed-industry-forever-consultancy-2013-04-26,labour,0.4155,dominant_voice_proxy,6.050,3.200,0.350,10.350,0.000,1,0.00000,0,0,1,0.00000,0,0,,0.0000,true,stance_readings_disagree_or_low_margin,,
DISC-MEDIA-0113,Marikana Unfreedom Day Land Occupation Ends In Violent Workers Day Eviction,2013,Daily Maverick,https://www.dailymaverick.co.za/article/2013-05-02-marikana-unfreedom-day-land-occupation-ends-in-violent-workers-day-eviction/,government,0.0000,dominant_voice_proxy,6.300,0.000,6.300,4.050,0.000,0,-2.80823,3,20,0,-5.24166,0,14,0,1.0000,true,stakeholder_voice_low_confidence,,(?:eviction|displacement|forced removal) | evict
SEC-MEDIA-0241,Amcu To Submit Labour Demands Directly To Companies,2013,Engineering News,https://www.engineeringnews.co.za/article/amcu-to-submit-labour-demands-directly-to-companies-2013-05-09,labour,0.3929,dominant_voice_proxy,2.850,11.050,0.000,18.200,0.000,1,0.84730,6,2,0,-1.41421,0,2,,0.4523,true,stance_readings_disagree_or_low_margin,,
DISC-MEDIA-0530,Lonmin Welcomes Amcus Referral Of Union Negotiations To Ccma,2013,Engineering News,https://www.engineeringnews.co.za/article/lonmin-welcomes-amcus-referral-of-union-negotiations-to-ccma-2013-05-09,investor,0.1151,dominant_voice_proxy,2.500,12.600,0.000,11.150,0.000,1,1.79176,5,0,1,0.00000,0,0,1,0.3584,true,stakeholder_voice_low_confidence,,
DISC-MEDIA-0540,Lonmins Strike Ends Amplats Braced For Trouble,2013,Engineering News,https://www.engineeringnews.co.za/article/lonmins-strike-ends-amplats-braced-for-trouble-2013-05-16,labour,0.0719,dominant_voice_proxy,0.350,13.550,0.000,14.600,0.000,0,-3.22944,0,7,0,-4.14575,0,7,0,1.0000,true,stakeholder_voice_low_confidence,,(?:strike|protest|unrest|industrial action) | strike
DISC-MEDIA-0121,The Other Marikana,2013,Daily Maverick,https://www.dailymaverick.co.za/article/2013-06-21-the-other-marikana/,government,0.0000,dominant_voice_proxy,3.550,0.000,3.550,0.000,0.000,0,-0.51083,2,4,0,-2.00000,0,4,0,0.5022,true,stakeholder_voice_low_confidence,,
SEC-MEDIA-0184,Amcu Outdoes Num Demands 150 Pay Rise For Entry Level Gold Miners,2013,Engineering News,https://www.engineeringnews.co.za/article/amcu-outdoes-num-demands-150-pay-rise-for-entry-level-gold-miners-2013-06-25,labour,0.8736,dominant_voice_proxy,0.000,5.700,0.350,45.100,0.000,1,0.22314,4,3,0,-1.41421,0,2,,0.3275,true,stance_readings_disagree_or_low_margin,,
DISC-MEDIA-0495,Lonmin Says Amcu Arbitration Postponed Until July,2013,Engineering News,https://www.engineeringnews.co.za/article/lonmin-says-amcu-arbitration-postponed-until-july-2013-06-26,labour,0.3233,dominant_voice_proxy,0.700,11.200,0.000,16.550,0.000,1,0.69315,3,1,0,-1.00000,0,1,,0.3386,true,stance_readings_disagree_or_low_margin,,
DISC-MEDIA-0497,Lonmin Says Num Brings Court Application Date Set For July 10,2013,Engineering News,https://www.engineeringnews.co.za/article/lonmin-says-num-brings-court-application-date-set-for-july-10-2013-07-08,labour,0.3679,dominant_voice_proxy,0.350,18.300,0.000,28.950,0.000,1,0.69315,3,1,0,-1.00000,0,1,,0.3386,true,stance_readings_disagree_or_low_margin,,
DISC-MEDIA-0331,2014 The Marikana Vote,2013,Daily Maverick,https://www.dailymaverick.co.za/opinionista/2013-08-15-2014-the-marikana-vote/,government,0.0902,dominant_voice_proxy,6.650,6.050,0.350,6.000,0.000,0,-3.13549,0,22,0,-4.00000,0,16,0,1.0000,true,stakeholder_voice_low_confidence,,
DISC-MEDIA-0631,Several Labour Lessons Learnt From Marikana Tragedy Mpofu,2013,Engineering News,https://www.engineeringnews.co.za/article/several-labour-lessons-learnt-from-marikana-tragedy-mpofu-2013-09-04,labour,0.5447,dominant_voice_proxy,10.700,4.250,0.000,23.500,0.000,1,0.69315,1,0,0,-1.00000,0,1,,0.3386,true,stance_readings_disagree_or_low_margin,,
DISC-MEDIA-0138,The State Vs The People Vs The Police Finally Court Victory For Marikana Survivors,2013,Daily Maverick,https://www.dailymaverick.co.za/article/2013-10-15-the-state-vs-the-people-vs-the-police-finally-court-victory-for-marikana-survivors/,government,0.8995,dominant_voice_proxy,41.800,3.200,1.050,4.200,0.000,0,-0.28768,2,3,0,-0.41421,1,2,,0.1404,true,stance_readings_disagree_or_low_margin,,
DISC-MEDIA-0659,Solidarity Rejects Lonmin Wage Offer,2013,Engineering News,https://www.engineeringnews.co.za/article/solidarity-rejects-lonmin-wage-offer-2013-10-31,investor,0.0831,dominant_voice_proxy,0.000,18.650,2.500,17.100,0.000,0,-0.28768,2,3,1,0.00000,2,2,,0.0575,true,stance_readings_disagree_or_low_margin,,
DISC-MEDIA-0140,Seris Fight For Justice And Reconciliation From The Trc To Farlam,2013,Daily Maverick,https://www.dailymaverick.co.za/article/2013-11-28-seris-fight-for-justice-and-reconciliation-from-the-trc-to-farlam/,government,0.2159,dominant_voice_proxy,11.350,3.550,8.900,2.500,6.750,0,-2.19722,0,8,1,2.14575,7,4,,0.8686,true,stance_readings_disagree_or_low_margin,(?:healing|renewal|reconciliation|remediation|redress|compensation|restorative),
SEC-MEDIA-0516,Sa Platinum Firms To Meet Mediators Tuesday Amcu,2014,Engineering News,https://www.engineeringnews.co.za/article/sa-platinum-firms-to-meet-mediators-tuesday-amcu-2014-02-10,labour,0.7912,dominant_voice_proxy,2.850,1.400,0.000,13.650,0.000,0,-0.40547,1,2,0,-0.41421,1,2,,0.1639,true,stance_readings_disagree_or_low_margin,,
SEC-MEDIA-0292,Ccma Amcu To Meet On Friday,2014,Engineering News,https://www.engineeringnews.co.za/article/ccma-amcu-to-meet-on-friday-2014-02-13,labour,0.8478,dominant_voice_proxy,0.350,1.050,0.000,6.900,0.000,1,0.00000,0,0,1,0.00000,0,0,,0.0000,true,stance_readings_disagree_or_low_margin,,
SEC-MEDIA-0317,Dol Denies Amcu Deregistration Claims,2014,Engineering News,https://www.engineeringnews.co.za/article/dol-denies-amcu-deregistration-claims-2014-02-13,labour,0.7424,dominant_voice_proxy,2.500,4.250,0.000,16.500,0.000,0,-0.40547,1,2,0,-0.41421,1,2,,0.1639,true,stance_readings_disagree_or_low_margin,,
SEC-MEDIA-0147,Amcu Ccma Talks Postponed Until Monday,2014,Engineering News,https://www.engineeringnews.co.za/article/amcu-ccma-talks-postponed-until-monday-2014-02-14,labour,0.8478,dominant_voice_proxy,0.350,1.050,0.000,6.900,0.000,1,0.00000,0,0,1,0.00000,0,0,,0.0000,true,stance_readings_disagree_or_low_margin,,
DISC-MEDIA-0448,Lonmin Denies Media Claims Of Rebuff By Marikana Community Over Equity,2014,Engineering News,https://www.engineeringnews.co.za/article/lonmin-denies-media-claims-of-rebuff-by-marikana-community-over-equity-2014-02-28,investor,0.3968,dominant_voice_proxy,0.000,12.600,7.600,0.000,0.000,1,0.00000,0,0,1,0.00000,0,0,,0.0000,true,stance_readings_disagree_or_low_margin,,
SEC-MEDIA-0014,In Pictures Amcu Takes To The Union Buildings,2014,Daily Maverick,https://www.dailymaverick.co.za/article/2014-03-07-in-pictures-amcu-takes-to-the-union-buildings/,labour,0.8150,dominant_voice_proxy,3.200,2.500,0.000,17.300,0.000,0,-0.69315,0,1,1,0.00000,0,0,,0.1386,true,stance_readings_disagree_or_low_margin,,
SEC-MEDIA-0489,Platinum Strike Slashes Amplats Q1 Output By 39,2014,Engineering News,https://www.engineeringnews.co.za/article/platinum-strike-slashes-amplats-q1-output-by-39-2014-04-24,investor,0.0156,dominant_voice_proxy,0.000,3.200,0.000,3.150,0.000,0,-2.94176,1,11,0,-4.81662,0,11,0,1.0000,true,stakeholder_voice_low_confidence,,(?:strike|protest|unrest|industrial action) | strike
SEC-MEDIA-0520,Safricas Amcu Says Wage Offer May Not Be Ready For Vote,2014,Engineering News,https://www.engineeringnews.co.za/article/safricas-amcu-says-wage-offer-may-not-be-ready-for-vote-2014-04-24,labour,0.9375,dominant_voice_proxy,0.000,0.700,0.000,11.200,0.000,1,0.00000,0,0,1,0.00000,0,0,,0.0000,true,stance_readings_disagree_or_low_margin,,
DISC-MEDIA-0386,Community Lonmin To Pursue Equity Trust For Development,2014,Engineering News,https://www.engineeringnews.co.za/article/community-lonmin-to-pursue-equity-trust-for-development-2014-05-02,community,0.0000,dominant_voice_proxy,0.000,4.750,4.750,0.000,0.000,1,1.09861,2,0,1,2.91421,2,0,1,0.8026,true,stakeholder_voice_low_confidence,"(?:community|stakeholder).{0,35}(?:agreement|consent|engagement|participation|consultation|benefit|development)",
SEC-MEDIA-0497,Producers To Oppose Amcu Direct Communication Court Application,2014,Engineering News,https://www.engineeringnews.co.za/article/producers-to-oppose-amcu-direct-communication-court-application-2014-05-14,labour,0.6259,dominant_voice_proxy,2.500,10.700,0.000,28.600,0.000,1,0.00000,2,2,0,-1.41421,0,2,,0.2828,true,stance_readings_disagree_or_low_margin,,
SEC-MEDIA-0429,Nedlac Wants Platinum Strike Resolved,2014,Engineering News,https://www.engineeringnews.co.za/article/nedlac-wants-platinum-strike-resolved-2014-05-19,government,0.0200,dominant_voice_proxy,2.500,0.700,0.350,2.450,0.000,0,-2.75944,0,4,0,-3.50000,0,4,0,1.0000,true,stakeholder_voice_low_confidence,,(?:strike|protest|unrest|industrial action) | strike
SEC-MEDIA-0258,Amplats Implats Refute Amcu Tax Wage Evasion Claims,2014,Engineering News,https://www.engineeringnews.co.za/article/amplats-implats-refute-amcu-tax-wage-evasion-claims-2014-05-30,labour,0.3876,dominant_voice_proxy,0.700,6.400,0.000,10.450,0.000,1,0.00000,1,1,0,-1.00000,0,1,,0.2000,true,stance_readings_disagree_or_low_margin,,
SEC-MEDIA-0392,Labour Court Rules Against Amcu,2014,Engineering News,https://www.engineeringnews.co.za/article/labour-court-rules-against-amcu-2014-06-02,labour,0.6568,dominant_voice_proxy,0.000,6.400,0.000,18.650,0.000,1,0.00000,1,1,0,-1.00000,0,1,,0.2000,true,stance_readings_disagree_or_low_margin,,
SEC-MEDIA-0417,Mining Companies Reviewing Amcu Response To Wage Offer,2014,Engineering News,https://www.engineeringnews.co.za/article/mining-companies-reviewing-amcu-response-to-wage-offer-2014-06-17,labour,0.8699,dominant_voice_proxy,0.000,2.850,0.000,21.900,0.000,1,0.00000,1,1,0,-1.00000,0,1,,0.2000,true,stance_readings_disagree_or_low_margin,,
SEC-MEDIA-0237,Amcu To Meet With Members To Discuss Companies Response,2014,Engineering News,https://www.engineeringnews.co.za/article/amcu-to-meet-with-members-to-discuss-companies-response-2014-06-23,labour,0.5773,dominant_voice_proxy,0.000,8.200,0.000,19.400,0.000,1,0.00000,2,2,0,-1.41421,0,2,,0.2828,true,stance_readings_disagree_or_low_margin,,
SEC-MEDIA-0030,Groundup Who Won The Platinum Strike The Figures Speak.,2014,Daily Maverick,https://www.dailymaverick.co.za/article/2014-06-27-groundup-who-won-the-platinum-strike-the-figures-speak./,labour,0.7560,dominant_voice_proxy,0.000,4.550,0.000,18.650,0.000,1,0.23629,23,5,0,-4.14575,0,7,,0.8764,true,stance_readings_disagree_or_low_margin,,(?:strike|protest|unrest|industrial action) | strike
SEC-MEDIA-0117,Lessons From The Platinum Strike The Poison Of Inequality,2014,Daily Maverick,https://www.dailymaverick.co.za/opinionista/2014-07-01-lessons-from-the-platinum-strike-the-poison-of-inequality/,labour,0.0982,dominant_voice_proxy,0.000,7.350,0.000,8.150,0.000,0,-1.66083,2,4,0,-3.73607,0,5,0,1.0000,true,stakeholder_voice_low_confidence,,(?:strike|protest|unrest|industrial action) | strike
DISC-MEDIA-0161,The Buffalo Prince And The Marikana Commission,2014,Daily Maverick,https://www.dailymaverick.co.za/article/2014-08-11-the-buffalo-prince-and-the-marikana-commission/,government,0.0886,dominant_voice_proxy,13.550,12.350,0.700,8.400,0.350,0,-3.36730,0,28,0,-4.47214,0,20,0,1.0000,true,stakeholder_voice_low_confidence,,
DISC-MEDIA-0336,Without A Trace Lonmins Bermuda Connection,2014,Daily Maverick,https://www.dailymaverick.co.za/opinionista/2014-09-19-without-a-trace-lonmins-bermuda-connection/,investor,0.7164,dominant_voice_proxy,3.900,13.750,0.350,0.700,0.000,1,0.40547,2,1,0,-1.00000,0,1,,0.2811,true,stance_readings_disagree_or_low_margin,,
DISC-MEDIA-0172,Marikana Dont Touch Lonmin On Its Bermuda,2014,Daily Maverick,https://www.dailymaverick.co.za/article/2014-10-12-marikana-dont-touch-lonmin-on-its-bermuda/,investor,0.7316,dominant_voice_proxy,4.200,15.650,0.700,2.100,0.000,0,-1.09861,0,2,1,0.00000,0,0,,0.2197,true,stance_readings_disagree_or_low_margin,,
DISC-MEDIA-0175,Marikana Lonmins Broken Promises,2014,Daily Maverick,https://www.dailymaverick.co.za/article/2014-11-05-marikana-lonmins-broken-promises/,investor,0.7627,dominant_voice_proxy,0.000,8.850,1.750,2.100,0.000,1,0.40547,2,1,0,-1.00000,0,1,,0.2811,true,stance_readings_disagree_or_low_margin,,
DISC-MEDIA-0179,Marikana Commission Compensate The Relatives,2014,Daily Maverick,https://www.dailymaverick.co.za/article/2014-11-14-marikana-commission-compensate-the-relatives/,government,0.6743,dominant_voice_proxy,28.250,8.500,9.200,4.600,3.200,0,-0.28768,11,15,1,0.86714,11,6,,0.2310,true,stance_readings_disagree_or_low_margin,,
DISC-MEDIA-0595,Num To Fight Lonmin Job Losses,2015,Engineering News,https://www.engineeringnews.co.za/article/num-to-fight-lonmin-job-losses-2015-05-08,investor,0.1150,dominant_voice_proxy,0.000,18.700,0.000,16.550,0.000,0,-2.53629,0,3,0,-3.23205,0,3,0,1.0000,true,stakeholder_voice_low_confidence,,(?:retrenchment|job losses|layoffs) | job losses
DISC-MEDIA-0188,Parliament Diary Placards A Date For The Marikana Report And An F Bomb,2015,Daily Maverick,https://www.dailymaverick.co.za/article/2015-05-26-parliament-diary-placards-a-date-for-the-marikana-report-and-an-f-bomb/,government,0.1857,dominant_voice_proxy,3.500,0.000,0.000,2.850,0.000,0,-1.09861,0,2,1,0.00000,0,0,,0.2197,true,stance_readings_disagree_or_low_margin,,
DISC-MEDIA-0340,Marikana The Breakdown In More Ways Than One,2015,Daily Maverick,https://www.dailymaverick.co.za/opinionista/2015-06-02-marikana-the-breakdown-in-more-ways-than-one/,investor,0.0100,dominant_voice_proxy,4.200,5.000,4.600,4.950,0.000,0,-2.83321,0,16,0,-3.16228,0,10,0,1.0000,true,stakeholder_voice_low_confidence,,
DISC-MEDIA-0465,Lonmin Launches Youth Training Programme,2015,Engineering News,https://www.engineeringnews.co.za/article/lonmin-launches-youth-training-programme-2015-06-19,community,0.3125,dominant_voice_proxy,0.000,4.400,6.400,0.000,0.000,0,-1.09861,0,2,1,1.41421,2,0,,0.5026,true,stance_readings_disagree_or_low_margin,,
DISC-MEDIA-0342,South Africa Post Marikana Report Still Waiting For Leadership,2015,Daily Maverick,https://www.dailymaverick.co.za/opinionista/2015-06-29-south-africa-post-marikana-report-still-waiting-for-leadership/,government,0.5000,dominant_voice_proxy,1.400,0.000,0.700,0.350,0.000,1,0.40547,2,1,1,0.00000,0,0,,0.0811,true,stance_readings_disagree_or_low_margin,,
DISC-MEDIA-0398,Farlam Report Raises Issues About Mining Stability As A Whole,2015,Engineering News,https://www.engineeringnews.co.za/article/farlam-report-raises-issues-about-mining-stability-as-a-whole-2015-06-29,government,0.0433,dominant_voice_proxy,33.500,32.050,0.700,4.950,11.050,0,-1.16315,4,15,0,-2.32744,2,14,0,0.6981,true,stakeholder_voice_low_confidence,,
DISC-MEDIA-0198,Podcast Marikana The Fallout,2015,Daily Maverick,https://www.dailymaverick.co.za/article/2015-07-01-podcast-marikana-the-fallout/,community,0.0000,dominant_voice_proxy,0.000,0.000,0.350,0.350,0.000,0,-0.69315,0,1,0,-1.00000,0,1,0,0.3386,true,stakeholder_voice_low_confidence,,
DISC-MEDIA-0206,Marikana I Dont See Any Difference In Living Conditions,2015,Daily Maverick,https://www.dailymaverick.co.za/article/2015-08-18-marikana-i-dont-see-any-difference-in-living-conditions/,community,0.1406,dominant_voice_proxy,7.100,11.000,12.800,1.750,0.000,1,0.00000,10,10,0,-2.16228,1,10,,0.4325,true,stance_readings_disagree_or_low_margin,,
DISC-MEDIA-0565,Marikana Legal Aid What We Wanted Organisation,2015,Engineering News,https://www.engineeringnews.co.za/article/marikana-legal-aid-what-we-wanted-organisation-2015-09-25,investor,0.6316,dominant_voice_proxy,1.050,2.850,0.000,0.000,0.000,1,0.00000,1,1,0,-1.00000,0,1,,0.2000,true,stance_readings_disagree_or_low_margin,,
DISC-MEDIA-0493,Lonmin Rights Issue Undersubscribed,2015,Engineering News,https://www.engineeringnews.co.za/article/lonmin-rights-issue-undersubscribed-2015-12-11,investor,0.9429,dominant_voice_proxy,0.000,12.250,0.700,0.000,0.000,1,0.69315,1,0,1,0.00000,0,0,,0.1386,true,stance_readings_disagree_or_low_margin,,
DISC-MEDIA-0411,Independent Panel Of Experts To Help Implement Farlam Commission Findings,2016,Engineering News,https://www.engineeringnews.co.za/article/independent-panel-of-experts-to-help-implement-farlam-commission-findings-2016-01-25,government,0.9412,dominant_voice_proxy,11.900,0.700,0.000,0.350,0.000,0,-1.09861,0,2,1,0.00000,1,1,,0.2197,true,stance_readings_disagree_or_low_margin,,
DISC-MEDIA-0453,Lonmin Employee Dies After Fall Of Ground,2016,Engineering News,https://www.engineeringnews.co.za/article/lonmin-employee-dies-after-fall-of-ground-2016-07-04,investor,0.1728,dominant_voice_proxy,0.350,4.050,0.700,3.350,0.000,1,0.00000,0,0,1,0.00000,0,0,,0.0000,true,stance_readings_disagree_or_low_margin,,
DISC-MEDIA-0437,Lonmin Community Builds Leader A Palace With Funds Probe Finds,2016,Engineering News,https://www.engineeringnews.co.za/article/lonmin-community-builds-leader-a-palace-with-funds-probe-finds-2016-08-01,community,0.3627,dominant_voice_proxy,0.000,9.400,14.750,0.000,0.000,1,0.00000,0,0,1,0.00000,0,0,,0.0000,true,stance_readings_disagree_or_low_margin,,
